COUNTY,CANDIDATE,VOTES,TOTAL,PCT,RACE,PARTY
SCURRY,Wendy Davis,74,95,78,Governor,Democratic
SHACKELFORD,Wendy Davis,0,0,0,Governor,Democratic
SHELBY,Wendy Davis,379,449,84,Governor,Democratic
SHERMAN,Wendy Davis,9,11,82,Governor,Democratic
SMITH,Wendy Davis,1973,2146,92,Governor,Democratic
SOMERVELL,Wendy Davis,40,44,91,Governor,Democratic
STARR,Wendy Davis,1489,4274,35,Governor,Democratic
STEPHENS,Wendy Davis,39,51,76,Governor,Democratic
STERLING,Wendy Davis,2,2,100,Governor,Democratic
STONEWALL,Wendy Davis,139,199,70,Governor,Democratic
SUTTON,Wendy Davis,18,32,56,Governor,Democratic
SWISHER,Wendy Davis,289,457,63,Governor,Democratic
TARRANT,Wendy Davis,38560,41012,94,Governor,Democratic
TAYLOR,Wendy Davis,824,952,87,Governor,Democratic
TERRELL,Wendy Davis,54,116,47,Governor,Democratic
TERRY,Wendy Davis,78,112,70,Governor,Democratic
THROCKMORTON,Wendy Davis,0,0,0,Governor,Democratic
TITUS,Wendy Davis,354,435,81,Governor,Democratic
TOM GREEN,Wendy Davis,800,935,86,Governor,Democratic
TRAVIS,Wendy Davis,43414,45341,96,Governor,Democratic
TRINITY,Wendy Davis,327,381,86,Governor,Democratic
TYLER,Wendy Davis,289,336,86,Governor,Democratic
UPSHUR,Wendy Davis,245,272,90,Governor,Democratic
UPTON,Wendy Davis,151,349,43,Governor,Democratic
UVALDE,Wendy Davis,1070,1779,60,Governor,Democratic
VAL VERDE,Wendy Davis,2899,5589,52,Governor,Democratic
VAN ZANDT,Wendy Davis,434,469,93,Governor,Democratic
VICTORIA,Wendy Davis,953,1363,70,Governor,Democratic
WALKER,Wendy Davis,692,757,91,Governor,Democratic
WALLER,Wendy Davis,733,839,87,Governor,Democratic
WARD,Wendy Davis,253,525,48,Governor,Democratic
WASHINGTON,Wendy Davis,323,356,91,Governor,Democratic
WEBB,Wendy Davis,10446,23645,44,Governor,Democratic
WHARTON,Wendy Davis,382,455,84,Governor,Democratic
WHEELER,Wendy Davis,36,40,90,Governor,Democratic
WICHITA,Wendy Davis,1147,1265,91,Governor,Democratic
WILBARGER,Wendy Davis,351,508,69,Governor,Democratic
WILLACY,Wendy Davis,967,2478,39,Governor,Democratic
WILLIAMSON,Wendy Davis,6849,7176,95,Governor,Democratic
WILSON,Wendy Davis,891,1187,75,Governor,Democratic
WINKLER,Wendy Davis,17,25,68,Governor,Democratic
WISE,Wendy Davis,535,596,90,Governor,Democratic
WOOD,Wendy Davis,361,404,89,Governor,Democratic
YOAKUM,Wendy Davis,0,0,0,Governor,Democratic
YOUNG,Wendy Davis,137,160,86,Governor,Democratic
ZAPATA,Wendy Davis,535,1532,35,Governor,Democratic
ZAVALA,Wendy Davis,498,1200,42,Governor,Democratic
ANDERSON,David Dewhurst,541,6003,9,Lieutenant Governor,Republican
ANDREWS,David Dewhurst,565,1337,42,Lieutenant Governor,Republican
ANGELINA,David Dewhurst,1430,8474,17,Lieutenant Governor,Republican
ARANSAS,David Dewhurst,1337,3029,44,Lieutenant Governor,Republican
ARCHER,David Dewhurst,566,1294,44,Lieutenant Governor,Republican
ARMSTRONG,David Dewhurst,68,435,16,Lieutenant Governor,Republican
ATASCOSA,David Dewhurst,479,1585,30,Lieutenant Governor,Republican
AUSTIN,David Dewhurst,819,3655,22,Lieutenant Governor,Republican
BAILEY,David Dewhurst,109,471,23,Lieutenant Governor,Republican
BANDERA,David Dewhurst,733,2825,26,Lieutenant Governor,Republican
BASTROP,David Dewhurst,1599,4686,34,Lieutenant Governor,Republican
BAYLOR,David Dewhurst,278,563,49,Lieutenant Governor,Republican
BEE,David Dewhurst,399,1268,31,Lieutenant Governor,Republican
BELL,David Dewhurst,4608,13515,34,Lieutenant Governor,Republican
BEXAR,David Dewhurst,19939,61433,32,Lieutenant Governor,Republican
BLANCO,David Dewhurst,540,1673,32,Lieutenant Governor,Republican
BORDEN,David Dewhurst,59,215,27,Lieutenant Governor,Republican
BOSQUE,David Dewhurst,714,2549,28,Lieutenant Governor,Republican
BOWIE,David Dewhurst,4241,8760,48,Lieutenant Governor,Republican
BRAZORIA,David Dewhurst,2953,18295,16,Lieutenant Governor,Republican
BRAZOS,David Dewhurst,2850,10645,27,Lieutenant Governor,Republican
BREWSTER,David Dewhurst,136,466,29,Lieutenant Governor,Republican
BRISCOE,David Dewhurst,130,341,38,Lieutenant Governor,Republican
BROOKS,David Dewhurst,0,0,0,Lieutenant Governor,Republican
BROWN,David Dewhurst,3007,5780,52,Lieutenant Governor,Republican
BURLESON,David Dewhurst,326,1122,29,Lieutenant Governor,Republican
BURNET,David Dewhurst,2327,5902,39,Lieutenant Governor,Republican
CALDWELL,David Dewhurst,422,1223,35,Lieutenant Governor,Republican
CALHOUN,David Dewhurst,298,998,30,Lieutenant Governor,Republican
CALLAHAN,David Dewhurst,801,1625,49,Lieutenant Governor,Republican
CAMERON,David Dewhurst,1813,3831,47,Lieutenant Governor,Republican
CAMP,David Dewhurst,316,969,33,Lieutenant Governor,Republican
CARSON,David Dewhurst,344,1013,34,Lieutenant Governor,Republican
CASS,David Dewhurst,1352,3289,41,Lieutenant Governor,Republican
CASTRO,David Dewhurst,245,638,38,Lieutenant Governor,Republican
CHAMBERS,David Dewhurst,864,3802,23,Lieutenant Governor,Republican
CHEROKEE,David Dewhurst,1040,5319,20,Lieutenant Governor,Republican
CHILDRESS,David Dewhurst,357,835,43,Lieutenant Governor,Republican
CLAY,David Dewhurst,619,1455,43,Lieutenant Governor,Republican
COCHRAN,David Dewhurst,253,619,41,Lieutenant Governor,Republican
COKE,David Dewhurst,239,489,49,Lieutenant Governor,Republican
COLEMAN,David Dewhurst,807,1451,56,Lieutenant Governor,Republican
COLLIN,David Dewhurst,8244,44624,18,Lieutenant Governor,Republican
COLLINGSWORTH,David Dewhurst,98,275,36,Lieutenant Governor,Republican
COLORADO,David Dewhurst,749,2404,31,Lieutenant Governor,Republican
COMAL,David Dewhurst,3551,14418,25,Lieutenant Governor,Republican
COMANCHE,David Dewhurst,524,1691,31,Lieutenant Governor,Republican
CONCHO,David Dewhurst,191,380,50,Lieutenant Governor,Republican
COOKE,David Dewhurst,1429,4779,30,Lieutenant Governor,Republican
CORYELL,David Dewhurst,1478,3809,39,Lieutenant Governor,Republican
COTTLE,David Dewhurst,73,218,33,Lieutenant Governor,Republican
CRANE,David Dewhurst,235,583,40,Lieutenant Governor,Republican
CROCKETT,David Dewhurst,27,65,42,Lieutenant Governor,Republican
CROSBY,David Dewhurst,98,277,35,Lieutenant Governor,Republican
CULBERSON,David Dewhurst,1,18,6,Lieutenant Governor,Republican
DALLAM,David Dewhurst,122,442,28,Lieutenant Governor,Republican
DALLAS,David Dewhurst,21183,83696,25,Lieutenant Governor,Republican
DAWSON,David Dewhurst,710,1512,47,Lieutenant Governor,Republican
DEAF SMITH,David Dewhurst,819,2034,40,Lieutenant Governor,Republican
DELTA,David Dewhurst,311,928,34,Lieutenant Governor,Republican
DENTON,David Dewhurst,7253,37356,19,Lieutenant Governor,Republican
DE WITT,David Dewhurst,467,1446,32,Lieutenant Governor,Republican
DICKENS,David Dewhurst,200,488,41,Lieutenant Governor,Republican
DIMMIT,David Dewhurst,4,33,12,Lieutenant Governor,Republican
DONLEY,David Dewhurst,283,788,36,Lieutenant Governor,Republican
DUVAL,David Dewhurst,0,0,0,Lieutenant Governor,Republican
EASTLAND,David Dewhurst,1291,2588,50,Lieutenant Governor,Republican
ECTOR,David Dewhurst,2467,7687,32,Lieutenant Governor,Republican
EDWARDS,David Dewhurst,112,323,35,Lieutenant Governor,Republican
ELLIS,David Dewhurst,3465,13394,26,Lieutenant Governor,Republican
EL PASO,David Dewhurst,3519,9659,36,Lieutenant Governor,Republican
ERATH,David Dewhurst,1085,3729,29,Lieutenant Governor,Republican
FALLS,David Dewhurst,311,1021,30,Lieutenant Governor,Republican
FANNIN,David Dewhurst,682,2498,27,Lieutenant Governor,Republican
FAYETTE,David Dewhurst,1749,4007,44,Lieutenant Governor,Republican
FISHER,David Dewhurst,110,250,44,Lieutenant Governor,Republican
FLOYD,David Dewhurst,388,968,40,Lieutenant Governor,Republican
FOARD,David Dewhurst,0,0,0,Lieutenant Governor,Republican
FORT BEND,David Dewhurst,6246,28526,22,Lieutenant Governor,Republican
FRANKLIN,David Dewhurst,512,1475,35,Lieutenant Governor,Republican
FREESTONE,David Dewhurst,505,2244,23,Lieutenant Governor,Republican
FRIO,David Dewhurst,0,0,0,Lieutenant Governor,Republican
GAINES,David Dewhurst,595,1481,40,Lieutenant Governor,Republican
GALVESTON,David Dewhurst,3665,18558,20,Lieutenant Governor,Republican
GARZA,David Dewhurst,191,545,35,Lieutenant Governor,Republican
GILLESPIE,David Dewhurst,1311,3995,33,Lieutenant Governor,Republican
GLASSCOCK,David Dewhurst,75,217,35,Lieutenant Governor,Republican
GOLIAD,David Dewhurst,307,914,34,Lieutenant Governor,Republican
GONZALES,David Dewhurst,457,1616,28,Lieutenant Governor,Republican
GRAY,David Dewhurst,706,2081,34,Lieutenant Governor,Republican
GRAYSON,David Dewhurst,4111,10331,40,Lieutenant Governor,Republican
GREGG,David Dewhurst,2379,7842,30,Lieutenant Governor,Republican
GRIMES,David Dewhurst,378,1682,22,Lieutenant Governor,Republican
GUADALUPE,David Dewhurst,3308,11101,30,Lieutenant Governor,Republican
HALE,David Dewhurst,810,2362,34,Lieutenant Governor,Republican
HALL,David Dewhurst,67,205,33,Lieutenant Governor,Republican
HAMILTON,David Dewhurst,381,1258,30,Lieutenant Governor,Republican
HANSFORD,David Dewhurst,462,1068,43,Lieutenant Governor,Republican
HARDEMAN,David Dewhurst,82,180,46,Lieutenant Governor,Republican
HARDIN,David Dewhurst,2354,7119,33,Lieutenant Governor,Republican
HARRIS,David Dewhurst,27152,136694,20,Lieutenant Governor,Republican
HARRISON,David Dewhurst,2503,5217,48,Lieutenant Governor,Republican
HARTLEY,David Dewhurst,376,860,44,Lieutenant Governor,Republican
HASKELL,David Dewhurst,93,252,37,Lieutenant Governor,Republican
HAYS,David Dewhurst,2493,8510,29,Lieutenant Governor,Republican
HEMPHILL,David Dewhurst,237,551,43,Lieutenant Governor,Republican
HENDERSON,David Dewhurst,1767,8538,21,Lieutenant Governor,Republican
HIDALGO,David Dewhurst,2748,5645,49,Lieutenant Governor,Republican
HILL,David Dewhurst,1835,5588,33,Lieutenant Governor,Republican
HOCKLEY,David Dewhurst,692,1777,39,Lieutenant Governor,Republican
HOOD,David Dewhurst,2312,7962,29,Lieutenant Governor,Republican
HOPKINS,David Dewhurst,958,3105,31,Lieutenant Governor,Republican
HOUSTON,David Dewhurst,360,1802,20,Lieutenant Governor,Republican
HOWARD,David Dewhurst,1128,2974,38,Lieutenant Governor,Republican
HUDSPETH,David Dewhurst,0,0,0,Lieutenant Governor,Republican
HUNT,David Dewhurst,2322,8090,29,Lieutenant Governor,Republican
HUTCHINSON,David Dewhurst,943,2339,40,Lieutenant Governor,Republican
IRION,David Dewhurst,99,226,44,Lieutenant Governor,Republican
JACK,David Dewhurst,274,861,32,Lieutenant Governor,Republican
JACKSON,David Dewhurst,327,1208,27,Lieutenant Governor,Republican
JASPER,David Dewhurst,641,2301,28,Lieutenant Governor,Republican
JEFF DAVIS,David Dewhurst,47,221,21,Lieutenant Governor,Republican
JEFFERSON,David Dewhurst,3389,10224,33,Lieutenant Governor,Republican
JIM HOGG,David Dewhurst,4,10,40,Lieutenant Governor,Republican
JIM WELLS,David Dewhurst,233,553,42,Lieutenant Governor,Republican
JOHNSON,David Dewhurst,2876,11722,25,Lieutenant Governor,Republican
JONES,David Dewhurst,767,1669,46,Lieutenant Governor,Republican
KARNES,David Dewhurst,95,339,28,Lieutenant Governor,Republican
KAUFMAN,David Dewhurst,2152,9166,23,Lieutenant Governor,Republican
KENDALL,David Dewhurst,1895,5856,32,Lieutenant Governor,Republican
KENEDY,David Dewhurst,7,16,44,Lieutenant Governor,Republican
KENT,David Dewhurst,53,107,50,Lieutenant Governor,Republican
KERR,David Dewhurst,2816,8707,32,Lieutenant Governor,Republican
KIMBLE,David Dewhurst,541,1062,51,Lieutenant Governor,Republican
KING,David Dewhurst,29,68,43,Lieutenant Governor,Republican
KINNEY,David Dewhurst,103,309,33,Lieutenant Governor,Republican
KLEBERG,David Dewhurst,477,864,55,Lieutenant Governor,Republican
KNOX,David Dewhurst,248,469,53,Lieutenant Governor,Republican
LAMAR,David Dewhurst,1805,5386,34,Lieutenant Governor,Republican
LAMB,David Dewhurst,556,1374,40,Lieutenant Governor,Republican
LAMPASAS,David Dewhurst,1010,2468,41,Lieutenant Governor,Republican
LA SALLE,David Dewhurst,0,8,0,Lieutenant Governor,Republican
LAVACA,David Dewhurst,655,2327,28,Lieutenant Governor,Republican
LEE,David Dewhurst,469,1129,42,Lieutenant Governor,Republican
LEON,David Dewhurst,603,2735,22,Lieutenant Governor,Republican
LIBERTY,David Dewhurst,1490,6659,22,Lieutenant Governor,Republican
LIMESTONE,David Dewhurst,870,2252,39,Lieutenant Governor,Republican
LIPSCOMB,David Dewhurst,265,614,43,Lieutenant Governor,Republican
LIVE OAK,David Dewhurst,241,787,31,Lieutenant Governor,Republican
LLANO,David Dewhurst,1630,4003,41,Lieutenant Governor,Republican
LOVING,David Dewhurst,4,9,44,Lieutenant Governor,Republican
LUBBOCK,David Dewhurst,7765,22439,35,Lieutenant Governor,Republican
LYNN,David Dewhurst,401,1012,40,Lieutenant Governor,Republican
MADISON,David Dewhurst,390,1671,23,Lieutenant Governor,Republican
MARION,David Dewhurst,249,652,38,Lieutenant Governor,Republican
MARTIN,David Dewhurst,290,760,38,Lieutenant Governor,Republican
MASON,David Dewhurst,495,1116,44,Lieutenant Governor,Republican
MATAGORDA,David Dewhurst,339,1741,19,Lieutenant Governor,Republican
MAVERICK,David Dewhurst,23,81,28,Lieutenant Governor,Republican
MCCULLOCH,David Dewhurst,786,1578,50,Lieutenant Governor,Republican
MCLENNAN,David Dewhurst,3087,11061,28,Lieutenant Governor,Republican
MCMULLEN,David Dewhurst,31,166,19,Lieutenant Governor,Republican
MEDINA,David Dewhurst,1380,4094,34,Lieutenant Governor,Republican
MENARD,David Dewhurst,260,475,55,Lieutenant Governor,Republican
MIDLAND,David Dewhurst,4008,12500,32,Lieutenant Governor,Republican
MILAM,David Dewhurst,955,2524,38,Lieutenant Governor,Republican
MILLS,David Dewhurst,275,781,35,Lieutenant Governor,Republican
MITCHELL,David Dewhurst,399,720,55,Lieutenant Governor,Republican
MONTAGUE,David Dewhurst,1135,2847,40,Lieutenant Governor,Republican
MONTGOMERY,David Dewhurst,6498,42433,15,Lieutenant Governor,Republican
MOORE,David Dewhurst,528,1340,39,Lieutenant Governor,Republican
MORRIS,David Dewhurst,228,588,39,Lieutenant Governor,Republican
MOTLEY,David Dewhurst,62,200,31,Lieutenant Governor,Republican
NACOGDOCHES,David Dewhurst,1150,5789,20,Lieutenant Governor,Republican
NAVARRO,David Dewhurst,1051,4305,24,Lieutenant Governor,Republican
NEWTON,David Dewhurst,168,462,36,Lieutenant Governor,Republican
NOLAN,David Dewhurst,561,1096,51,Lieutenant Governor,Republican
NUECES,David Dewhurst,5220,12230,43,Lieutenant Governor,Republican
OCHILTREE,David Dewhurst,456,988,46,Lieutenant Governor,Republican
OLDHAM,David Dewhurst,187,419,45,Lieutenant Governor,Republican
ORANGE,David Dewhurst,3120,7852,40,Lieutenant Governor,Republican
PALO PINTO,David Dewhurst,913,2973,31,Lieutenant Governor,Republican
PANOLA,David Dewhurst,1062,3369,32,Lieutenant Governor,Republican
PARKER,David Dewhurst,3100,12757,24,Lieutenant Governor,Republican
PARMER,David Dewhurst,263,835,31,Lieutenant Governor,Republican
PECOS,David Dewhurst,212,633,33,Lieutenant Governor,Republican
POLK,David Dewhurst,1022,5587,18,Lieutenant Governor,Republican
POTTER,David Dewhurst,2636,7136,37,Lieutenant Governor,Republican
PRESIDIO,David Dewhurst,4,15,27,Lieutenant Governor,Republican
RAINS,David Dewhurst,292,1188,25,Lieutenant Governor,Republican
RANDALL,David Dewhurst,4328,13489,32,Lieutenant Governor,Republican
REAGAN,David Dewhurst,141,287,49,Lieutenant Governor,Republican
REAL,David Dewhurst,317,903,35,Lieutenant Governor,Republican
RED RIVER,David Dewhurst,520,1491,35,Lieutenant Governor,Republican
REEVES,David Dewhurst,0,0,0,Lieutenant Governor,Republican
REFUGIO,David Dewhurst,302,586,52,Lieutenant Governor,Republican
ROBERTS,David Dewhurst,128,305,42,Lieutenant Governor,Republican
ROBERTSON,David Dewhurst,324,1299,25,Lieutenant Governor,Republican
ROCKWALL,David Dewhurst,2107,8103,26,Lieutenant Governor,Republican
RUNNELS,David Dewhurst,869,1620,54,Lieutenant Governor,Republican
RUSK,David Dewhurst,1432,4615,31,Lieutenant Governor,Republican
SABINE,David Dewhurst,447,1649,27,Lieutenant Governor,Republican
SAN AUGUSTINE,David Dewhurst,149,780,19,Lieutenant Governor,Republican
SAN JACINTO,David Dewhurst,465,2585,18,Lieutenant Governor,Republican
SAN PATRICIO,David Dewhurst,1180,2821,42,Lieutenant Governor,Republican
SAN SABA,David Dewhurst,262,935,28,Lieutenant Governor,Republican
SCHLEICHER,David Dewhurst,227,421,54,Lieutenant Governor,Republican
SCURRY,David Dewhurst,813,1648,49,Lieutenant Governor,Republican
SHACKELFORD,David Dewhurst,189,455,42,Lieutenant Governor,Republican
SHELBY,David Dewhurst,837,2960,28,Lieutenant Governor,Republican
SHERMAN,David Dewhurst,103,353,29,Lieutenant Governor,Republican
SMITH,David Dewhurst,3996,20872,19,Lieutenant Governor,Republican
SOMERVELL,David Dewhurst,477,1653,29,Lieutenant Governor,Republican
STARR,David Dewhurst,0,0,0,Lieutenant Governor,Republican
STEPHENS,David Dewhurst,903,1785,51,Lieutenant Governor,Republican
STERLING,David Dewhurst,212,363,58,Lieutenant Governor,Republican
STONEWALL,David Dewhurst,14,52,27,Lieutenant Governor,Republican
SUTTON,David Dewhurst,364,664,55,Lieutenant Governor,Republican
SWISHER,David Dewhurst,153,419,37,Lieutenant Governor,Republican
TARRANT,David Dewhurst,24302,92805,26,Lieutenant Governor,Republican
TAYLOR,David Dewhurst,5396,12160,44,Lieutenant Governor,Republican
TERRELL,David Dewhurst,39,104,38,Lieutenant Governor,Republican
TERRY,David Dewhurst,655,1655,40,Lieutenant Governor,Republican
THROCKMORTON,David Dewhurst,190,366,52,Lieutenant Governor,Republican
TITUS,David Dewhurst,647,1743,37,Lieutenant Governor,Republican
TOM GREEN,David Dewhurst,3884,8215,47,Lieutenant Governor,Republican
TRAVIS,David Dewhurst,11499,33070,35,Lieutenant Governor,Republican
TRINITY,David Dewhurst,547,2355,23,Lieutenant Governor,Republican
TYLER,David Dewhurst,718,2434,29,Lieutenant Governor,Republican
UPSHUR,David Dewhurst,1341,3990,34,Lieutenant Governor,Republican
UPTON,David Dewhurst,39,120,33,Lieutenant Governor,Republican
UVALDE,David Dewhurst,444,1340,33,Lieutenant Governor,Republican
VAL VERDE,David Dewhurst,498,1144,44,Lieutenant Governor,Republican
VAN ZANDT,David Dewhurst,1251,6205,20,Lieutenant Governor,Republican
VICTORIA,David Dewhurst,3391,6279,54,Lieutenant Governor,Republican
WALKER,David Dewhurst,1326,5089,26,Lieutenant Governor,Republican
WALLER,David Dewhurst,779,3865,20,Lieutenant Governor,Republican
WARD,David Dewhurst,240,661,36,Lieutenant Governor,Republican
WASHINGTON,David Dewhurst,1144,4413,26,Lieutenant Governor,Republican
WEBB,David Dewhurst,461,1110,42,Lieutenant Governor,Republican
WHARTON,David Dewhurst,994,3657,27,Lieutenant Governor,Republican
WHEELER,David Dewhurst,269,677,40,Lieutenant Governor,Republican
WICHITA,David Dewhurst,3311,7923,42,Lieutenant Governor,Republican
WILBARGER,David Dewhurst,390,807,48,Lieutenant Governor,Republican
WILLACY,David Dewhurst,48,122,39,Lieutenant Governor,Republican
WILLIAMSON,David Dewhurst,7459,24053,31,Lieutenant Governor,Republican
WILSON,David Dewhurst,1072,3831,28,Lieutenant Governor,Republican
WINKLER,David Dewhurst,337,779,43,Lieutenant Governor,Republican
WISE,David Dewhurst,1356,5577,24,Lieutenant Governor,Republican
WOOD,David Dewhurst,1392,4953,28,Lieutenant Governor,Republican
YOAKUM,David Dewhurst,286,852,34,Lieutenant Governor,Republican
YOUNG,David Dewhurst,955,2097,46,Lieutenant Governor,Republican
ZAPATA,David Dewhurst,0,0,0,Lieutenant Governor,Republican
ZAVALA,David Dewhurst,0,0,0,Lieutenant Governor,Republican
ANDERSON,Dan Patrick,1037,6003,17,Lieutenant Governor,Republican
ANDREWS,Dan Patrick,438,1337,33,Lieutenant Governor,Republican
ANGELINA,Dan Patrick,1772,8474,21,Lieutenant Governor,Republican
ARANSAS,Dan Patrick,743,3029,25,Lieutenant Governor,Republican
ARCHER,Dan Patrick,372,1294,29,Lieutenant Governor,Republican
ARMSTRONG,Dan Patrick,141,435,32,Lieutenant Governor,Republican
ATASCOSA,Dan Patrick,618,1585,39,Lieutenant Governor,Republican
AUSTIN,Dan Patrick,1729,3655,47,Lieutenant Governor,Republican
BAILEY,Dan Patrick,201,471,43,Lieutenant Governor,Republican
BANDERA,Dan Patrick,1311,2825,46,Lieutenant Governor,Republican
BASTROP,Dan Patrick,1235,4686,26,Lieutenant Governor,Republican
BAYLOR,Dan Patrick,106,563,19,Lieutenant Governor,Republican
BEE,Dan Patrick,275,1268,22,Lieutenant Governor,Republican
BELL,Dan Patrick,4374,13515,32,Lieutenant Governor,Republican
BEXAR,Dan Patrick,28913,61433,47,Lieutenant Governor,Republican
BLANCO,Dan Patrick,515,1673,31,Lieutenant Governor,Republican
BORDEN,Dan Patrick,66,215,31,Lieutenant Governor,Republican
BOSQUE,Dan Patrick,859,2549,34,Lieutenant Governor,Republican
BOWIE,Dan Patrick,1669,8760,19,Lieutenant Governor,Republican
BRAZORIA,Dan Patrick,9127,18295,50,Lieutenant Governor,Republican
BRAZOS,Dan Patrick,3145,10645,30,Lieutenant Governor,Republican
BREWSTER,Dan Patrick,121,466,26,Lieutenant Governor,Republican
BRISCOE,Dan Patrick,73,341,21,Lieutenant Governor,Republican
BROOKS,Dan Patrick,0,0,0,Lieutenant Governor,Republican
BROWN,Dan Patrick,1549,5780,27,Lieutenant Governor,Republican
BURLESON,Dan Patrick,344,1122,31,Lieutenant Governor,Republican
BURNET,Dan Patrick,1702,5902,29,Lieutenant Governor,Republican
CALDWELL,Dan Patrick,368,1223,30,Lieutenant Governor,Republican
CALHOUN,Dan Patrick,392,998,39,Lieutenant Governor,Republican
CALLAHAN,Dan Patrick,496,1625,31,Lieutenant Governor,Republican
CAMERON,Dan Patrick,985,3831,26,Lieutenant Governor,Republican
CAMP,Dan Patrick,220,969,23,Lieutenant Governor,Republican
CARSON,Dan Patrick,283,1013,28,Lieutenant Governor,Republican
CASS,Dan Patrick,820,3289,25,Lieutenant Governor,Republican
CASTRO,Dan Patrick,143,638,22,Lieutenant Governor,Republican
CHAMBERS,Dan Patrick,1803,3802,47,Lieutenant Governor,Republican
CHEROKEE,Dan Patrick,917,5319,17,Lieutenant Governor,Republican
CHILDRESS,Dan Patrick,171,835,20,Lieutenant Governor,Republican
CLAY,Dan Patrick,467,1455,32,Lieutenant Governor,Republican
