COUNTY,CANDIDATE,VOTES,TOTAL,PCT,RACE
FALLS,George P. Bush,734,978,75,Land
FANNIN,George P. Bush,1596,2423,66,Land
FAYETTE,George P. Bush,2653,3644,73,Land
FISHER,George P. Bush,175,242,72,Land
FLOYD,George P. Bush,658,917,72,Land
FOARD,George P. Bush,0,0,0,Land
FORT BEND,George P. Bush,19169,27130,71,Land
FRANKLIN,George P. Bush,990,1367,72,Land
FREESTONE,George P. Bush,1616,2174,74,Land
FRIO,George P. Bush,0,0,0,Land
GAINES,George P. Bush,1043,1432,73,Land
GALVESTON,George P. Bush,12944,18065,72,Land
GARZA,George P. Bush,364,514,71,Land
GILLESPIE,George P. Bush,2620,3734,70,Land
GLASSCOCK,George P. Bush,171,206,83,Land
GOLIAD,George P. Bush,690,875,79,Land
GONZALES,George P. Bush,1140,1514,75,Land
GRAY,George P. Bush,1339,1996,67,Land
GRAYSON,George P. Bush,7220,9986,72,Land
GREGG,George P. Bush,5576,7619,73,Land
GRIMES,George P. Bush,1060,1601,66,Land
GUADALUPE,George P. Bush,8371,10895,77,Land
HALE,George P. Bush,1750,2326,75,Land
HALL,George P. Bush,136,196,69,Land
HAMILTON,George P. Bush,837,1177,71,Land
HANSFORD,George P. Bush,734,967,76,Land
HARDEMAN,George P. Bush,135,176,77,Land
HARDIN,George P. Bush,5349,7074,76,Land
HARRIS,George P. Bush,99299,132730,75,Land
HARRISON,George P. Bush,3224,4925,65,Land
HARTLEY,George P. Bush,575,801,72,Land
HASKELL,George P. Bush,151,240,63,Land
HAYS,George P. Bush,5197,8017,65,Land
HEMPHILL,George P. Bush,382,496,77,Land
HENDERSON,George P. Bush,5606,8226,68,Land
HIDALGO,George P. Bush,4177,5686,73,Land
HILL,George P. Bush,3793,5384,70,Land
HOCKLEY,George P. Bush,1184,1710,69,Land
HOOD,George P. Bush,5807,7745,75,Land
HOPKINS,George P. Bush,2033,2953,69,Land
HOUSTON,George P. Bush,1266,1688,75,Land
HOWARD,George P. Bush,2131,2837,75,Land
HUDSPETH,George P. Bush,0,0,0,Land
HUNT,George P. Bush,5586,7866,71,Land
HUTCHINSON,George P. Bush,1552,2259,69,Land
IRION,George P. Bush,156,226,69,Land
JACK,George P. Bush,584,828,71,Land
JACKSON,George P. Bush,800,1193,67,Land
JASPER,George P. Bush,1721,2198,78,Land
JEFF DAVIS,George P. Bush,152,209,73,Land
JEFFERSON,George P. Bush,7713,10036,77,Land
JIM HOGG,George P. Bush,8,9,89,Land
JIM WELLS,George P. Bush,399,535,75,Land
JOHNSON,George P. Bush,7703,11316,68,Land
JONES,George P. Bush,1121,1619,69,Land
KARNES,George P. Bush,252,325,78,Land
KAUFMAN,George P. Bush,5820,8921,65,Land
KENDALL,George P. Bush,4023,5599,72,Land
KENEDY,George P. Bush,15,15,100,Land
KENT,George P. Bush,68,99,69,Land
KERR,George P. Bush,6353,8334,76,Land
KIMBLE,George P. Bush,764,1002,76,Land
KING,George P. Bush,47,63,75,Land
KINNEY,George P. Bush,236,298,79,Land
KLEBERG,George P. Bush,703,853,82,Land
KNOX,George P. Bush,350,446,78,Land
LAMAR,George P. Bush,3624,4998,73,Land
LAMB,George P. Bush,975,1286,76,Land
LAMPASAS,George P. Bush,1753,2355,74,Land
LA SALLE,George P. Bush,7,7,100,Land
LAVACA,George P. Bush,1606,2251,71,Land
LEE,George P. Bush,714,1063,67,Land
LEON,George P. Bush,1814,2579,70,Land
LIBERTY,George P. Bush,4368,6389,68,Land
LIMESTONE,George P. Bush,1612,2170,74,Land
LIPSCOMB,George P. Bush,421,584,72,Land
LIVE OAK,George P. Bush,568,768,74,Land
LLANO,George P. Bush,2757,3826,72,Land
LOVING,George P. Bush,6,9,67,Land
LUBBOCK,George P. Bush,15957,21961,73,Land
LYNN,George P. Bush,688,968,71,Land
MADISON,George P. Bush,1166,1623,72,Land
MARION,George P. Bush,466,629,74,Land
MARTIN,George P. Bush,557,737,76,Land
MASON,George P. Bush,697,1015,69,Land
MATAGORDA,George P. Bush,1130,1671,68,Land
MAVERICK,George P. Bush,63,80,79,Land
MCCULLOCH,George P. Bush,1228,1568,78,Land
MCLENNAN,George P. Bush,7605,10644,71,Land
MCMULLEN,George P. Bush,129,152,85,Land
MEDINA,George P. Bush,2914,3968,73,Land
MENARD,George P. Bush,386,482,80,Land
MIDLAND,George P. Bush,9128,12199,75,Land
MILAM,George P. Bush,1576,2340,67,Land
MILLS,George P. Bush,478,727,66,Land
MITCHELL,George P. Bush,485,693,70,Land
MONTAGUE,George P. Bush,2015,2758,73,Land
MONTGOMERY,George P. Bush,25914,39947,65,Land
MOORE,George P. Bush,942,1279,74,Land
MORRIS,George P. Bush,413,555,74,Land
MOTLEY,George P. Bush,124,190,65,Land
NACOGDOCHES,George P. Bush,4085,5335,77,Land
NAVARRO,George P. Bush,3168,4189,76,Land
NEWTON,George P. Bush,320,457,70,Land
NOLAN,George P. Bush,804,1070,75,Land
NUECES,George P. Bush,9015,11981,75,Land
OCHILTREE,George P. Bush,685,916,75,Land
OLDHAM,George P. Bush,285,388,73,Land
ORANGE,George P. Bush,5623,7642,74,Land
PALO PINTO,George P. Bush,2125,2895,73,Land
PANOLA,George P. Bush,2317,3204,72,Land
PARKER,George P. Bush,8851,12373,72,Land
PARMER,George P. Bush,565,794,71,Land
PECOS,George P. Bush,462,622,74,Land
POLK,George P. Bush,4140,5429,76,Land
POTTER,George P. Bush,4865,6813,71,Land
PRESIDIO,George P. Bush,7,14,50,Land
RAINS,George P. Bush,820,1147,71,Land
RANDALL,George P. Bush,9914,13016,76,Land
REAGAN,George P. Bush,227,273,83,Land
REAL,George P. Bush,615,845,73,Land
RED RIVER,George P. Bush,1032,1377,75,Land
REEVES,George P. Bush,0,0,0,Land
REFUGIO,George P. Bush,465,596,78,Land
ROBERTS,George P. Bush,216,294,73,Land
ROBERTSON,George P. Bush,874,1215,72,Land
ROCKWALL,George P. Bush,5840,7852,74,Land
RUNNELS,George P. Bush,1265,1598,79,Land
RUSK,George P. Bush,3397,4490,76,Land
SABINE,George P. Bush,1164,1546,75,Land
SAN AUGUSTINE,George P. Bush,467,698,67,Land
SAN JACINTO,George P. Bush,1661,2452,68,Land
SAN PATRICIO,George P. Bush,2150,2807,77,Land
SAN SABA,George P. Bush,578,882,66,Land
SCHLEICHER,George P. Bush,312,402,78,Land
SCURRY,George P. Bush,1295,1626,80,Land
SHACKELFORD,George P. Bush,354,450,79,Land
SHELBY,George P. Bush,1942,2652,73,Land
SHERMAN,George P. Bush,254,332,77,Land
SMITH,George P. Bush,14386,20234,71,Land
SOMERVELL,George P. Bush,1098,1546,71,Land
STARR,George P. Bush,0,0,0,Land
STEPHENS,George P. Bush,1299,1730,75,Land
STERLING,George P. Bush,299,359,83,Land
STONEWALL,George P. Bush,25,49,51,Land
SUTTON,George P. Bush,552,652,85,Land
SWISHER,George P. Bush,266,401,66,Land
TARRANT,George P. Bush,67295,90116,75,Land
TAYLOR,George P. Bush,9260,11977,77,Land
TERRELL,George P. Bush,69,96,72,Land
TERRY,George P. Bush,1125,1581,71,Land
THROCKMORTON,George P. Bush,297,363,82,Land
TITUS,George P. Bush,1191,1647,72,Land
TOM GREEN,George P. Bush,6360,8165,78,Land
TRAVIS,George P. Bush,21114,31291,67,Land
TRINITY,George P. Bush,1375,2125,65,Land
TYLER,George P. Bush,1706,2304,74,Land
UPSHUR,George P. Bush,2444,3830,64,Land
UPTON,George P. Bush,96,121,79,Land
UVALDE,George P. Bush,969,1278,76,Land
VAL VERDE,George P. Bush,879,1132,78,Land
VAN ZANDT,George P. Bush,4258,5918,72,Land
VICTORIA,George P. Bush,4886,6089,80,Land
WALKER,George P. Bush,3322,4895,68,Land
WALLER,George P. Bush,2584,3661,71,Land
WARD,George P. Bush,464,639,73,Land
WASHINGTON,George P. Bush,3302,4147,80,Land
WEBB,George P. Bush,818,1103,74,Land
WHARTON,George P. Bush,2652,3578,74,Land
WHEELER,George P. Bush,431,642,67,Land
WICHITA,George P. Bush,5228,7685,68,Land
WILBARGER,George P. Bush,625,799,78,Land
WILLACY,George P. Bush,94,141,67,Land
WILLIAMSON,George P. Bush,15183,22849,66,Land
WILSON,George P. Bush,2740,3708,74,Land
WINKLER,George P. Bush,565,753,75,Land
WISE,George P. Bush,3693,5465,68,Land
WOOD,George P. Bush,3538,4803,74,Land
YOAKUM,George P. Bush,637,826,77,Land
YOUNG,George P. Bush,1577,2070,76,Land
ZAPATA,George P. Bush,0,0,0,Land
ZAVALA,George P. Bush,0,0,0,Land
ANDERSON,Sid Miller,1177,5220,23,Agriculture
ANDREWS,Sid Miller,368,1168,32,Agriculture
ANGELINA,Sid Miller,2726,7313,37,Agriculture
ARANSAS,Sid Miller,598,2603,23,Agriculture
ARCHER,Sid Miller,284,1076,26,Agriculture
ARMSTRONG,Sid Miller,139,462,30,Agriculture
ATASCOSA,Sid Miller,293,1502,20,Agriculture
AUSTIN,Sid Miller,762,3187,24,Agriculture
BAILEY,Sid Miller,187,431,43,Agriculture
BANDERA,Sid Miller,703,2605,27,Agriculture
BASTROP,Sid Miller,1202,3998,30,Agriculture
BAYLOR,Sid Miller,149,431,35,Agriculture
BEE,Sid Miller,217,1167,19,Agriculture
BELL,Sid Miller,4659,11894,39,Agriculture
BEXAR,Sid Miller,17880,57167,31,Agriculture
BLANCO,Sid Miller,417,1361,31,Agriculture
BORDEN,Sid Miller,76,180,42,Agriculture
BOSQUE,Sid Miller,896,2305,39,Agriculture
BOWIE,Sid Miller,1424,7148,20,Agriculture
BRAZORIA,Sid Miller,5843,16530,35,Agriculture
BRAZOS,Sid Miller,2069,9300,22,Agriculture
BREWSTER,Sid Miller,108,431,25,Agriculture
BRISCOE,Sid Miller,80,292,27,Agriculture
BROOKS,Sid Miller,0,0,0,Agriculture
BROWN,Sid Miller,2200,5280,42,Agriculture
BURLESON,Sid Miller,280,1000,28,Agriculture
BURNET,Sid Miller,1543,4938,31,Agriculture
CALDWELL,Sid Miller,280,1079,26,Agriculture
CALHOUN,Sid Miller,213,886,24,Agriculture
CALLAHAN,Sid Miller,585,1480,40,Agriculture
CAMERON,Sid Miller,977,3428,29,Agriculture
CAMP,Sid Miller,267,892,30,Agriculture
CARSON,Sid Miller,270,894,30,Agriculture
CASS,Sid Miller,667,2986,22,Agriculture
CASTRO,Sid Miller,160,576,28,Agriculture
CHAMBERS,Sid Miller,940,3546,27,Agriculture
CHEROKEE,Sid Miller,1093,4578,24,Agriculture
CHILDRESS,Sid Miller,156,705,22,Agriculture
CLAY,Sid Miller,343,1201,29,Agriculture
COCHRAN,Sid Miller,140,549,26,Agriculture
COKE,Sid Miller,129,416,31,Agriculture
COLEMAN,Sid Miller,453,1300,35,Agriculture
COLLIN,Sid Miller,18315,39194,47,Agriculture
COLLINGSWORTH,Sid Miller,55,211,26,Agriculture
COLORADO,Sid Miller,485,2089,23,Agriculture
COMAL,Sid Miller,4574,13124,35,Agriculture
COMANCHE,Sid Miller,954,1690,56,Agriculture
CONCHO,Sid Miller,93,338,28,Agriculture
COOKE,Sid Miller,1186,4102,29,Agriculture
CORYELL,Sid Miller,2072,3659,57,Agriculture
COTTLE,Sid Miller,44,231,19,Agriculture
CRANE,Sid Miller,140,487,29,Agriculture
CROCKETT,Sid Miller,13,55,24,Agriculture
CROSBY,Sid Miller,78,251,31,Agriculture
CULBERSON,Sid Miller,7,19,37,Agriculture
DALLAM,Sid Miller,116,397,29,Agriculture
DALLAS,Sid Miller,27497,73050,38,Agriculture
DAWSON,Sid Miller,340,1334,25,Agriculture
DEAF SMITH,Sid Miller,451,1809,25,Agriculture
DELTA,Sid Miller,190,843,23,Agriculture
DENTON,Sid Miller,13779,34591,40,Agriculture
DE WITT,Sid Miller,340,1325,26,Agriculture
DICKENS,Sid Miller,98,421,23,Agriculture
DIMMIT,Sid Miller,5,30,17,Agriculture
DONLEY,Sid Miller,181,660,27,Agriculture
DUVAL,Sid Miller,0,0,0,Agriculture
EASTLAND,Sid Miller,1051,2331,45,Agriculture
ECTOR,Sid Miller,1741,6969,25,Agriculture
EDWARDS,Sid Miller,65,278,23,Agriculture
ELLIS,Sid Miller,3016,11941,25,Agriculture
EL PASO,Sid Miller,2892,8920,32,Agriculture
ERATH,Sid Miller,2461,3732,66,Agriculture
FALLS,Sid Miller,410,911,45,Agriculture
FANNIN,Sid Miller,649,2329,28,Agriculture
FAYETTE,Sid Miller,709,3247,22,Agriculture
FISHER,Sid Miller,74,212,35,Agriculture
FLOYD,Sid Miller,288,850,34,Agriculture
FOARD,Sid Miller,0,0,0,Agriculture
FORT BEND,Sid Miller,9589,25232,38,Agriculture
FRANKLIN,Sid Miller,290,1311,22,Agriculture
FREESTONE,Sid Miller,694,2008,35,Agriculture
FRIO,Sid Miller,0,0,0,Agriculture
GAINES,Sid Miller,361,1279,28,Agriculture
GALVESTON,Sid Miller,4741,15908,30,Agriculture
GARZA,Sid Miller,189,496,38,Agriculture
GILLESPIE,Sid Miller,1348,3484,39,Agriculture
GLASSCOCK,Sid Miller,59,195,30,Agriculture
GOLIAD,Sid Miller,153,823,19,Agriculture
GONZALES,Sid Miller,285,1441,20,Agriculture
GRAY,Sid Miller,646,1887,34,Agriculture
GRAYSON,Sid Miller,2360,9006,26,Agriculture
GREGG,Sid Miller,2401,7621,32,Agriculture
GRIMES,Sid Miller,311,1494,21,Agriculture
GUADALUPE,Sid Miller,2356,10039,23,Agriculture
HALE,Sid Miller,648,2176,30,Agriculture
HALL,Sid Miller,44,183,24,Agriculture
HAMILTON,Sid Miller,587,1227,48,Agriculture
HANSFORD,Sid Miller,182,866,21,Agriculture
HARDEMAN,Sid Miller,50,155,32,Agriculture
HARDIN,Sid Miller,1435,6091,24,Agriculture
HARRIS,Sid Miller,48410,123771,39,Agriculture
HARRISON,Sid Miller,1093,4692,23,Agriculture
HARTLEY,Sid Miller,211,764,28,Agriculture
HASKELL,Sid Miller,127,235,54,Agriculture
HAYS,Sid Miller,2293,7262,32,Agriculture
HEMPHILL,Sid Miller,139,440,32,Agriculture
HENDERSON,Sid Miller,2399,7686,31,Agriculture
HIDALGO,Sid Miller,1345,5230,26,Agriculture
HILL,Sid Miller,1287,5054,25,Agriculture
HOCKLEY,Sid Miller,495,1584,31,Agriculture
HOOD,Sid Miller,2380,7107,33,Agriculture
HOPKINS,Sid Miller,729,2726,27,Agriculture
HOUSTON,Sid Miller,526,1586,33,Agriculture
HOWARD,Sid Miller,803,2605,31,Agriculture
HUDSPETH,Sid Miller,0,0,0,Agriculture
HUNT,Sid Miller,1953,6850,29,Agriculture
HUTCHINSON,Sid Miller,629,2135,29,Agriculture
IRION,Sid Miller,76,207,37,Agriculture
JACK,Sid Miller,228,787,29,Agriculture
JACKSON,Sid Miller,239,1098,22,Agriculture
JASPER,Sid Miller,549,2012,27,Agriculture
JEFF DAVIS,Sid Miller,78,199,39,Agriculture
JEFFERSON,Sid Miller,3741,8938,42,Agriculture
JIM HOGG,Sid Miller,1,9,11,Agriculture
JIM WELLS,Sid Miller,129,517,25,Agriculture
JOHNSON,Sid Miller,4048,10641,38,Agriculture
JONES,Sid Miller,550,1502,37,Agriculture
KARNES,Sid Miller,38,338,11,Agriculture
KAUFMAN,Sid Miller,3277,8196,40,Agriculture
KENDALL,Sid Miller,1505,5224,29,Agriculture
KENEDY,Sid Miller,2,14,14,Agriculture
KENT,Sid Miller,38,95,40,Agriculture
KERR,Sid Miller,1795,7364,24,Agriculture
KIMBLE,Sid Miller,186,901,21,Agriculture
KING,Sid Miller,23,48,48,Agriculture
KINNEY,Sid Miller,44,275,16,Agriculture
KLEBERG,Sid Miller,153,780,20,Agriculture
KNOX,Sid Miller,107,391,27,Agriculture
LAMAR,Sid Miller,1176,4662,25,Agriculture
LAMB,Sid Miller,352,1207,29,Agriculture
LAMPASAS,Sid Miller,1213,2220,55,Agriculture
LA SALLE,Sid Miller,0,7,0,Agriculture
LAVACA,Sid Miller,490,2129,23,Agriculture
LEE,Sid Miller,261,949,28,Agriculture
LEON,Sid Miller,662,2309,29,Agriculture
LIBERTY,Sid Miller,1521,5901,26,Agriculture
LIMESTONE,Sid Miller,503,2012,25,Agriculture
LIPSCOMB,Sid Miller,151,545,28,Agriculture
LIVE OAK,Sid Miller,207,742,28,Agriculture
LLANO,Sid Miller,1216,3464,35,Agriculture
LOVING,Sid Miller,1,7,14,Agriculture
LUBBOCK,Sid Miller,7252,20681,35,Agriculture
LYNN,Sid Miller,239,893,27,Agriculture
MADISON,Sid Miller,511,1495,34,Agriculture
MARION,Sid Miller,156,607,26,Agriculture
MARTIN,Sid Miller,152,653,23,Agriculture
MASON,Sid Miller,273,902,30,Agriculture
MATAGORDA,Sid Miller,379,1584,24,Agriculture
MAVERICK,Sid Miller,20,74,27,Agriculture
MCCULLOCH,Sid Miller,824,1485,55,Agriculture
MCLENNAN,Sid Miller,4019,10163,40,Agriculture
MCMULLEN,Sid Miller,18,135,13,Agriculture
MEDINA,Sid Miller,787,3748,21,Agriculture
MENARD,Sid Miller,110,415,27,Agriculture
MIDLAND,Sid Miller,3102,10792,29,Agriculture
MILAM,Sid Miller,656,2104,31,Agriculture
MILLS,Sid Miller,423,737,57,Agriculture
MITCHELL,Sid Miller,159,624,25,Agriculture
MONTAGUE,Sid Miller,758,2427,31,Agriculture
MONTGOMERY,Sid Miller,20838,38584,54,Agriculture
MOORE,Sid Miller,299,1218,25,Agriculture
MORRIS,Sid Miller,145,552,26,Agriculture
MOTLEY,Sid Miller,69,171,40,Agriculture
NACOGDOCHES,Sid Miller,1086,4735,23,Agriculture
NAVARRO,Sid Miller,1021,3889,26,Agriculture
NEWTON,Sid Miller,141,420,34,Agriculture
NOLAN,Sid Miller,319,919,35,Agriculture
NUECES,Sid Miller,2621,10848,24,Agriculture
OCHILTREE,Sid Miller,231,846,27,Agriculture
OLDHAM,Sid Miller,108,354,31,Agriculture
ORANGE,Sid Miller,1758,6886,26,Agriculture
PALO PINTO,Sid Miller,823,2706,30,Agriculture
PANOLA,Sid Miller,755,3059,25,Agriculture
PARKER,Sid Miller,4594,11730,39,Agriculture
PARMER,Sid Miller,221,774,29,Agriculture
PECOS,Sid Miller,165,539,31,Agriculture
POLK,Sid Miller,1219,4893,25,Agriculture
POTTER,Sid Miller,1781,6301,28,Agriculture
PRESIDIO,Sid Miller,3,13,23,Agriculture
RAINS,Sid Miller,328,1074,31,Agriculture
RANDALL,Sid Miller,3459,12220,28,Agriculture
REAGAN,Sid Miller,55,239,23,Agriculture
REAL,Sid Miller,154,807,19,Agriculture
RED RIVER,Sid Miller,297,1274,23,Agriculture
REEVES,Sid Miller,0,0,0,Agriculture
REFUGIO,Sid Miller,88,508,17,Agriculture
ROBERTS,Sid Miller,68,258,26,Agriculture
ROBERTSON,Sid Miller,316,1097,29,Agriculture
ROCKWALL,Sid Miller,2380,7070,34,Agriculture
RUNNELS,Sid Miller,402,1417,28,Agriculture
RUSK,Sid Miller,1068,4352,25,Agriculture
SABINE,Sid Miller,405,1423,28,Agriculture
SAN AUGUSTINE,Sid Miller,200,616,32,Agriculture
SAN JACINTO,Sid Miller,670,2287,29,Agriculture
SAN PATRICIO,Sid Miller,622,2551,24,Agriculture
SAN SABA,Sid Miller,548,871,63,Agriculture
SCHLEICHER,Sid Miller,114,367,31,Agriculture
SCURRY,Sid Miller,421,1493,28,Agriculture
SHACKELFORD,Sid Miller,173,403,43,Agriculture
SHELBY,Sid Miller,568,2430,23,Agriculture
SHERMAN,Sid Miller,50,323,15,Agriculture
SMITH,Sid Miller,6555,19379,34,Agriculture
SOMERVELL,Sid Miller,876,1531,57,Agriculture
STARR,Sid Miller,0,0,0,Agriculture
STEPHENS,Sid Miller,450,1574,29,Agriculture
STERLING,Sid Miller,61,305,20,Agriculture
STONEWALL,Sid Miller,24,46,52,Agriculture
SUTTON,Sid Miller,157,566,28,Agriculture
SWISHER,Sid Miller,140,391,36,Agriculture
TARRANT,Sid Miller,38693,83738,46,Agriculture
TAYLOR,Sid Miller,3204,10754,30,Agriculture
TERRELL,Sid Miller,18,87,21,Agriculture
TERRY,Sid Miller,418,1441,29,Agriculture
THROCKMORTON,Sid Miller,80,303,26,Agriculture
TITUS,Sid Miller,357,1551,23,Agriculture
TOM GREEN,Sid Miller,1798,7280,25,Agriculture
TRAVIS,Sid Miller,8593,28174,30,Agriculture
TRINITY,Sid Miller,434,1995,22,Agriculture
TYLER,Sid Miller,420,2061,20,Agriculture
UPSHUR,Sid Miller,990,3779,26,Agriculture
UPTON,Sid Miller,24,103,23,Agriculture
UVALDE,Sid Miller,215,1344,16,Agriculture
VAL VERDE,Sid Miller,296,1041,28,Agriculture
VAN ZANDT,Sid Miller,1780,5611,32,Agriculture
VICTORIA,Sid Miller,1104,5309,21,Agriculture
WALKER,Sid Miller,1377,4436,31,Agriculture
WALLER,Sid Miller,964,3355,29,Agriculture
WARD,Sid Miller,176,572,31,Agriculture
WASHINGTON,Sid Miller,936,3757,25,Agriculture
WEBB,Sid Miller,172,1066,16,Agriculture
WHARTON,Sid Miller,765,3306,23,Agriculture
WHEELER,Sid Miller,205,593,35,Agriculture
WICHITA,Sid Miller,1887,6778,28,Agriculture
WILBARGER,Sid Miller,209,712,29,Agriculture
WILLACY,Sid Miller,35,117,30,Agriculture
WILLIAMSON,Sid Miller,6424,21087,30,Agriculture
WILSON,Sid Miller,641,3578,18,Agriculture
WINKLER,Sid Miller,171,676,25,Agriculture
WISE,Sid Miller,1457,5174,28,Agriculture
WOOD,Sid Miller,1541,4550,34,Agriculture
YOAKUM,Sid Miller,221,754,29,Agriculture
YOUNG,Sid Miller,554,1819,30,Agriculture
ZAPATA,Sid Miller,0,0,0,Agriculture
ZAVALA,Sid Miller,0,0,0,Agriculture
ANDERSON,Tommy Merritt,1447,5220,28,Agriculture
ANDREWS,Tommy Merritt,242,1168,21,Agriculture
ANGELINA,Tommy Merritt,1467,7313,20,Agriculture
ARANSAS,Tommy Merritt,489,2603,19,Agriculture
ARCHER,Tommy Merritt,217,1076,20,Agriculture
ARMSTRONG,Tommy Merritt,103,462,22,Agriculture
ATASCOSA,Tommy Merritt,187,1502,12,Agriculture
AUSTIN,Tommy Merritt,520,3187,16,Agriculture
BAILEY,Tommy Merritt,97,431,23,Agriculture
BANDERA,Tommy Merritt,678,2605,26,Agriculture
BASTROP,Tommy Merritt,630,3998,16,Agriculture
BAYLOR,Tommy Merritt,73,431,17,Agriculture
BEE,Tommy Merritt,119,1167,10,Agriculture
BELL,Tommy Merritt,2621,11894,22,Agriculture
BEXAR,Tommy Merritt,12255,57167,21,Agriculture
BLANCO,Tommy Merritt,314,1361,23,Agriculture
BORDEN,Tommy Merritt,27,180,15,Agriculture
BOSQUE,Tommy Merritt,238,2305,10,Agriculture
BOWIE,Tommy Merritt,2377,7148,33,Agriculture
BRAZORIA,Tommy Merritt,3390,16530,21,Agriculture
BRAZOS,Tommy Merritt,2212,9300,24,Agriculture
BREWSTER,Tommy Merritt,94,431,22,Agriculture
BRISCOE,Tommy Merritt,103,292,35,Agriculture
BROOKS,Tommy Merritt,0,0,0,Agriculture
BROWN,Tommy Merritt,1092,5280,21,Agriculture
BURLESON,Tommy Merritt,222,1000,22,Agriculture
BURNET,Tommy Merritt,782,4938,16,Agriculture
CALDWELL,Tommy Merritt,199,1079,18,Agriculture
CALHOUN,Tommy Merritt,159,886,18,Agriculture
CALLAHAN,Tommy Merritt,278,1480,19,Agriculture
CAMERON,Tommy Merritt,475,3428,14,Agriculture
CAMP,Tommy Merritt,430,892,48,Agriculture
CARSON,Tommy Merritt,233,894,26,Agriculture
CASS,Tommy Merritt,940,2986,31,Agriculture
CASTRO,Tommy Merritt,169,576,29,Agriculture
CHAMBERS,Tommy Merritt,938,3546,26,Agriculture
CHEROKEE,Tommy Merritt,2097,4578,46,Agriculture
CHILDRESS,Tommy Merritt,125,705,18,Agriculture
CLAY,Tommy Merritt,293,1201,24,Agriculture
COCHRAN,Tommy Merritt,149,549,27,Agriculture
COKE,Tommy Merritt,87,416,21,Agriculture
COLEMAN,Tommy Merritt,219,1300,17,Agriculture
COLLIN,Tommy Merritt,5032,39194,13,Agriculture
COLLINGSWORTH,Tommy Merritt,68,211,32,Agriculture
COLORADO,Tommy Merritt,250,2089,12,Agriculture
COMAL,Tommy Merritt,3349,13124,26,Agriculture
COMANCHE,Tommy Merritt,101,1690,6,Agriculture
CONCHO,Tommy Merritt,90,338,27,Agriculture
COOKE,Tommy Merritt,465,4102,11,Agriculture
CORYELL,Tommy Merritt,417,3659,11,Agriculture
COTTLE,Tommy Merritt,16,231,7,Agriculture
CRANE,Tommy Merritt,123,487,25,Agriculture
CROCKETT,Tommy Merritt,8,55,15,Agriculture
CROSBY,Tommy Merritt,49,251,20,Agriculture
CULBERSON,Tommy Merritt,2,19,11,Agriculture
DALLAM,Tommy Merritt,101,397,25,Agriculture
DALLAS,Tommy Merritt,9235,73050,13,Agriculture
DAWSON,Tommy Merritt,483,1334,36,Agriculture
DEAF SMITH,Tommy Merritt,443,1809,24,Agriculture
DELTA,Tommy Merritt,182,843,22,Agriculture
DENTON,Tommy Merritt,5705,34591,16,Agriculture
DE WITT,Tommy Merritt,141,1325,11,Agriculture
DICKENS,Tommy Merritt,84,421,20,Agriculture
DIMMIT,Tommy Merritt,3,30,10,Agriculture
DONLEY,Tommy Merritt,174,660,26,Agriculture
DUVAL,Tommy Merritt,0,0,0,Agriculture
EASTLAND,Tommy Merritt,503,2331,22,Agriculture
ECTOR,Tommy Merritt,2742,6969,39,Agriculture
EDWARDS,Tommy Merritt,47,278,17,Agriculture
ELLIS,Tommy Merritt,2558,11941,21,Agriculture
EL PASO,Tommy Merritt,2112,8920,24,Agriculture
ERATH,Tommy Merritt,244,3732,7,Agriculture
FALLS,Tommy Merritt,139,911,15,Agriculture
FANNIN,Tommy Merritt,415,2329,18,Agriculture
FAYETTE,Tommy Merritt,616,3247,19,Agriculture
FISHER,Tommy Merritt,32,212,15,Agriculture
FLOYD,Tommy Merritt,127,850,15,Agriculture
FOARD,Tommy Merritt,0,0,0,Agriculture
FORT BEND,Tommy Merritt,4155,25232,16,Agriculture
FRANKLIN,Tommy Merritt,574,1311,44,Agriculture
FREESTONE,Tommy Merritt,295,2008,15,Agriculture
FRIO,Tommy Merritt,0,0,0,Agriculture
GAINES,Tommy Merritt,334,1279,26,Agriculture
GALVESTON,Tommy Merritt,2699,15908,17,Agriculture
GARZA,Tommy Merritt,70,496,14,Agriculture
GILLESPIE,Tommy Merritt,506,3484,15,Agriculture
GLASSCOCK,Tommy Merritt,32,195,16,Agriculture
GOLIAD,Tommy Merritt,94,823,11,Agriculture
GONZALES,Tommy Merritt,218,1441,15,Agriculture
GRAY,Tommy Merritt,436,1887,23,Agriculture
GRAYSON,Tommy Merritt,2351,9006,26,Agriculture
GREGG,Tommy Merritt,3533,7621,46,Agriculture
GRIMES,Tommy Merritt,301,1494,20,Agriculture
GUADALUPE,Tommy Merritt,2682,10039,27,Agriculture
HALE,Tommy Merritt,570,2176,26,Agriculture
HALL,Tommy Merritt,39,183,21,Agriculture
HAMILTON,Tommy Merritt,62,1227,5,Agriculture
HANSFORD,Tommy Merritt,234,866,27,Agriculture
HARDEMAN,Tommy Merritt,24,155,15,Agriculture
HARDIN,Tommy Merritt,2080,6091,34,Agriculture
HARRIS,Tommy Merritt,22723,123771,18,Agriculture
HARRISON,Tommy Merritt,2179,4692,46,Agriculture
HARTLEY,Tommy Merritt,197,764,26,Agriculture
HASKELL,Tommy Merritt,26,235,11,Agriculture
HAYS,Tommy Merritt,1391,7262,19,Agriculture
HEMPHILL,Tommy Merritt,134,440,30,Agriculture
HENDERSON,Tommy Merritt,1466,7686,19,Agriculture
